Date,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,MA20,MA50,MA200,DailyReturn
2020-04-17,63.73,64.28,63.13,63.81,"38,980,000.00",58.01,63.56,66.13,0.02
2020-04-20,62.9,63.64,62.64,63.12,"33,910,000.00",58.49,63.35,66.09,-0.01
2020-04-21,60.4,62.29,60.07,61.93,"43,060,000.00",58.89,63.09,66.02,-0.04
2020-04-22,62.73,63.84,61.68,61.85,"41,848,000.00",59.21,62.85,65.97,0.04
2020-04-23,63.38,64.23,62.85,63.15,"31,324,000.00",59.64,62.62,65.94,0.01
2020-04-24,63.53,63.58,62.05,62.63,"32,792,000.00",59.93,62.38,65.91,0
2020-04-27,63.36,64.37,63.02,64.36,"32,012,000.00",60.34,62.14,65.88,0
2020-04-28,61.26,63.96,61.19,63.96,"59,026,000.00",60.56,61.86,65.82,-0.03
2020-04-29,66.62,67.54,65.82,66.62,"75,872,000.00",61,61.68,65.83,0.09
2020-04-30,66.97,67.18,65.68,65.79,"53,378,000.00",61.61,61.5,65.84,0.01
2020-05-01,65.58,67.14,65.1,65.97,"41,450,000.00",62.1,61.31,65.84,-0.02
2020-05-04,65.89,65.93,64.51,64.97,"30,080,000.00",62.67,61.15,65.84,0
2020-05-05,67.1,68.23,66.42,66.44,"33,030,000.00",63.08,61.08,65.86,0.02
2020-05-06,66.91,68.09,66.91,67.62,"24,308,000.00",63.48,61.04,65.87,0
2020-05-07,68.16,68.41,67.3,67.83,"27,952,000.00",63.88,61.02,65.89,0.02
2020-05-08,68.95,69.46,68.31,68.69,"27,738,000.00",64.32,61.09,65.93,0.01
2020-05-11,69.69,70.35,68.39,68.45,"28,242,000.00",64.78,61.15,65.97,0.01
2020-05-12,68.32,70.27,68.27,69.88,"27,812,000.00",65.05,61.14,66,-0.02
2020-05-13,67.01,68.8,65.97,68.38,"36,252,000.00",65.26,61.15,66.01,-0.02
2020-05-14,67.35,67.41,65.75,66.3,"32,062,000.00",65.49,61.12,66.02,0.01
2020-05-15,68.19,68.26,66.49,67.04,"34,154,000.00",65.71,61.17,66.04,0.01
2020-05-18,68.73,69.14,67.25,67.62,"36,448,000.00",66.01,61.26,66.07,0.01
2020-05-19,68.21,69.13,68.21,68.88,"25,612,000.00",66.4,61.41,66.1,-0.01
2020-05-20,69.86,70.04,68.89,69.01,"33,108,000.00",66.75,61.54,66.13,0.02
2020-05-21,69.66,70.29,69.2,69.92,"27,700,000.00",67.07,61.72,66.17,0
2020-05-22,70.04,70.16,69.12,69.36,"26,188,000.00",67.39,62.02,66.21,0.01
2020-05-26,70.37,71.56,70.13,71.38,"41,212,000.00",67.74,62.21,66.25,0
2020-05-27,70.41,70.6,69.09,70.38,"33,716,000.00",68.2,62.55,66.29,0
2020-05-28,70.36,71.55,69.33,69.37,"33,844,000.00",68.39,62.84,66.33,0
2020-05-29,70.96,71.14,70.19,70.37,"36,418,000.00",68.59,63.17,66.38,0.01
2020-06-01,71.1,71.41,70.42,70.44,"24,342,000.00",68.86,63.48,66.42,0
2020-06-02,71.47,71.49,70.46,71.04,"25,562,000.00",69.14,63.85,66.47,0.01
2020-06-03,71.33,71.84,71,71.43,"25,124,000.00",69.35,64.23,66.52,0
2020-06-04,70.13,71.46,69.76,71.03,"29,686,000.00",69.51,64.5,66.55,-0.02
2020-06-05,71.43,71.76,69.82,70.18,"34,698,000.00",69.68,64.84,66.6,0.02
2020-06-08,71.84,71.91,70.63,70.63,"28,084,000.00",69.82,65.12,66.64,0.01
2020-06-09,72.31,72.9,71.67,71.78,"28,184,000.00",69.95,65.46,66.69,0.01
2020-06-10,72.79,73.21,72.32,72.48,"30,504,000.00",70.18,65.78,66.75,0.01
2020-06-11,69.71,72.23,69.62,71.63,"39,826,000.00",70.31,66.02,66.78,-0.04
2020-06-12,70.18,71.36,68.83,70.94,"38,928,000.00",70.45,66.32,66.81,0.01
2020-06-15,70.51,70.76,68.92,69.07,"30,078,000.00",70.57,66.62,66.84,0
2020-06-16,71.65,72.26,70.81,71.77,"34,184,000.00",70.72,66.96,66.88,0.02
2020-06-17,72.06,72.5,71.08,71.87,"30,992,000.00",70.91,67.23,66.93,0.01
2020-06-18,71.31,72.08,70.87,71.97,"31,638,000.00",70.98,67.47,66.96,-0.01
2020-06-19,71.1,71.9,70.58,71.71,"63,158,000.00",71.05,67.69,67,0
2020-06-22,72.1,72.14,70.68,70.96,"30,848,000.00",71.16,67.93,67.04,0.01
2020-06-23,72.72,73.3,71.77,72.29,"28,596,000.00",71.27,68.18,67.09,0.01
2020-06-24,71.11,73.27,71,72.58,"35,120,000.00",71.31,68.34,67.12,-0.02
2020-06-25,71.58,71.65,70.52,71.01,"24,610,000.00",71.37,68.52,67.16,0.01
2020-06-26,67.53,71.19,67.14,71.08,"85,354,000.00",71.2,68.61,67.16,-0.06
2020-06-29,69.27,69.31,66.89,67.45,"36,204,000.00",71.11,68.72,67.18,0.03
2020-06-30,70.2,70.45,68.73,69.05,"40,848,000.00",71.04,68.87,67.2,0.01
2020-07-01,71.41,71.66,70.01,70.08,"35,504,000.00",71.05,69.09,67.24,0.02
2020-07-02,72.74,73.64,71.83,71.86,"37,182,000.00",71.18,69.29,67.28,0.02
2020-07-06,74.28,74.82,73.14,73.5,"31,280,000.00",71.32,69.51,67.33,0.02
2020-07-07,73.75,75.32,73.67,73.99,"29,164,000.00",71.42,69.71,67.38,-0.01
2020-07-08,74.29,74.78,73.78,74.21,"24,994,000.00",71.52,69.93,67.44,0.01
2020-07-09,75.04,75.62,73.9,74.81,"28,466,000.00",71.63,70.21,67.49,0.01
2020-07-10,76.56,76.67,74.32,74.8,"37,126,000.00",71.97,70.4,67.56,0.02
2020-07-13,75.05,78.32,74.75,76.97,"36,928,000.00",72.21,70.57,67.62,-0.02
2020-07-14,75.51,75.63,73.67,74.01,"31,700,000.00",72.46,70.76,67.68,0.01
2020-07-15,75.17,76.24,74.39,75.64,"32,214,000.00",72.64,70.95,67.73,0
2020-07-16,75.38,75.42,73.81,74.49,"30,386,000.00",72.81,71.12,67.79,0
2020-07-17,75.26,75.65,74.41,75.56,"29,134,000.00",73,71.28,67.84,0
2020-07-20,77.75,77.98,74.67,75.25,"31,146,000.00",73.34,71.48,67.92,0.03
2020-07-21,77.39,78.81,77.19,78.81,"24,324,000.00",73.6,71.64,67.98,0
2020-07-22,77.89,77.97,76.78,77.49,"18,640,000.00",73.86,71.81,68.06,0.01
2020-07-23,75.27,78.06,74.86,77.82,"32,552,000.00",74.07,71.95,68.11,-0.03
2020-07-24,75.08,75.37,73.91,74.44,"30,880,000.00",74.24,72.11,68.16,0
2020-07-27,75.99,76.52,75.25,75.26,"24,920,000.00",74.67,72.28,68.21,0.01
2020-07-28,74.51,75.81,74.37,75.74,"34,044,000.00",74.93,72.41,68.25,-0.02
2020-07-29,75.58,76.04,74.56,74.8,"22,130,000.00",75.2,72.54,68.3,0.01
2020-07-30,76.05,76.37,74.1,74.34,"33,428,000.00",75.43,72.7,68.36,0.01
2020-07-31,73.64,74.93,72.21,74.74,"68,798,000.00",75.47,72.78,68.39,-0.03
2020-08-03,73.22,74.02,72.78,73.83,"46,604,000.00",75.42,72.85,68.43,-0.01
2020-08-04,72.75,73.77,72.44,73.33,"38,070,000.00",75.37,72.9,68.46,-0.01
2020-08-05,73.18,73.62,72.68,72.97,"39,590,000.00",75.31,72.96,68.49,0.01
2020-08-06,74.5,74.61,72.8,73.09,"39,908,000.00",75.29,73.04,68.53,0.02
2020-08-07,74.22,75.33,73.58,74.49,"31,556,000.00",75.17,73.12,68.56,0
2020-08-10,74.3,74.69,73.15,73.85,"25,786,000.00",75.13,73.18,68.6,0
2020-08-11,73.51,74.99,73.4,74.11,"29,088,000.00",75.03,73.23,68.63,-0.01
2020-08-12,74.82,75.11,73.76,73.77,"28,740,000.00",75.02,73.3,68.67,0.02
2020-08-13,75.41,76.34,74.89,75,"29,104,000.00",75.02,73.38,68.72,0.01
2020-08-14,74.87,75.58,74.63,75.27,"27,096,000.00",75,73.48,68.76,-0.01
2020-08-17,75.38,75.76,74.89,75.22,"27,566,000.00",74.88,73.56,68.8,0.01
2020-08-18,77.4,77.59,75.67,75.79,"40,542,000.00",74.88,73.67,68.85,0.03
2020-08-19,76.85,78.15,76.67,77.14,"33,212,000.00",74.83,73.76,68.9,-0.01
2020-08-20,78.55,78.75,76.39,76.65,"34,138,000.00",74.99,73.87,68.96,0.02
2020-08-21,78.48,79.34,77.87,78.32,"28,930,000.00",75.16,74.05,69.02,0
2020-08-24,78.87,80.16,78.49,79.16,"28,198,000.00",75.3,74.22,69.08,0
2020-08-25,79.86,80.03,78.57,78.57,"44,942,000.00",75.57,74.41,69.15,0.01
2020-08-26,82.06,82.4,79.64,79.85,"79,868,000.00",75.9,74.62,69.22,0.03
2020-08-27,81.16,82.19,80.74,82.12,"37,232,000.00",76.15,74.8,69.3,-0.01
2020-08-28,81.66,81.8,80.98,81.12,"29,980,000.00",76.55,75.01,69.37,0.01
2020-08-31,81.15,81.84,80.96,81.83,"36,468,000.00",76.95,75.21,69.44,-0.01
2020-09-01,82.47,82.72,81.06,81.28,"36,506,000.00",77.44,75.41,69.52,0.02
2020-09-02,85.83,86.07,82.75,83.12,"50,224,000.00",78.07,75.68,69.61,0.04
2020-09-03,81.53,84.9,80.2,84.9,"62,156,000.00",78.42,75.88,69.68,-0.05
2020-09-04,79.01,81.7,76.85,80.66,"52,172,000.00",78.66,76.03,69.74,-0.03
2020-09-08,76.1,77.66,75.88,76.15,"52,218,000.00",78.75,76.2,69.77,-0.04
2020-09-09,77.32,77.92,76.28,77.35,"35,494,000.00",78.94,76.37,69.82,0.02
2020-09-10,76.08,78.67,75.77,77.5,"32,372,000.00",79,76.48,69.85,-0.02
2020-09-11,75.52,78.22,74.36,76.28,"31,942,000.00",79.01,76.57,69.89,-0.01
2020-09-14,75.45,77.67,75.27,76.43,"33,932,000.00",79.04,76.62,69.92,0
2020-09-15,76.55,77.45,76.07,76.28,"26,622,000.00",79.1,76.67,69.95,0.01
2020-09-16,75.53,77.57,75.47,77.25,"26,234,000.00",79,76.7,69.99,-0.01
2020-09-17,74.27,74.9,73,74.29,"37,596,000.00",78.87,76.7,70.01,-0.02
2020-09-18,72.5,74.64,71.37,74.39,"62,078,000.00",78.57,76.65,70.02,-0.02
2020-09-21,71.07,71.93,69.85,71.51,"57,776,000.00",78.2,76.54,70.03,-0.02
2020-09-22,72.77,72.98,71.24,72.01,"31,664,000.00",77.9,76.49,70.04,0.02
2020-09-23,70.28,72.55,69.91,72.44,"33,148,000.00",77.42,76.39,70.05,-0.03
2020-09-24,70.93,71.69,70.01,70.07,"29,004,000.00",76.86,76.3,70.05,0.01
2020-09-25,71.76,72.01,70.19,71.14,"26,460,000.00",76.39,76.23,70.06,0.01
2020-09-28,72.73,73.34,71.97,73.21,"40,158,000.00",75.94,76.18,70.07,0.01
2020-09-29,72.97,73.33,72.44,73.02,"19,564,000.00",75.53,76.09,70.09,0
2020-09-30,72.98,73.98,72.5,72.84,"34,032,000.00",75.06,76,70.1,0
2020-10-01,74,74.44,73.46,73.71,"35,590,000.00",74.47,75.92,70.12,0.01
2020-10-02,72.43,73.66,72.05,72.6,"25,682,000.00",74.01,75.86,70.14,-0.02
2020-10-05,73.8,73.9,72.72,72.81,"22,266,000.00",73.75,75.84,70.16,0.02
2020-10-06,72.18,73.83,71.94,73.28,"24,908,000.00",73.55,75.76,70.17,-0.02
2020-10-07,72.52,72.95,71.31,72.72,"34,924,000.00",73.31,75.72,70.18,0
2020-10-08,73.79,73.99,72.76,72.76,"23,756,000.00",73.2,75.69,70.2,0.02
2020-10-09,75.25,75.31,73.97,74.23,"28,706,000.00",73.19,75.67,70.22,0.02
2020-10-12,77.92,79.15,76.11,76.63,"49,652,000.00",73.31,75.75,70.26,0.04
2020-10-13,78.05,78.96,77.63,78.65,"32,020,000.00",73.39,75.85,70.3,0
2020-10-14,77.87,78.84,77,78.39,"38,586,000.00",73.5,75.95,70.34,0
2020-10-15,77.43,78.22,76.73,76.83,"30,800,000.00",73.66,76.04,70.37,-0.01
2020-10-16,78.12,78.52,77.62,77.76,"28,694,000.00",73.94,76.11,70.43,0.01
2020-10-19,76.21,78.87,75.88,78.49,"32,142,000.00",74.2,76.15,70.47,-0.02
2020-10-20,77.27,78.34,75.77,75.83,"44,834,000.00",74.42,76.21,70.51,0.01
2020-10-21,79.12,80.39,78.05,78.13,"51,366,000.00",74.87,76.32,70.56,0.02
2020-10-22,80.22,80.55,78.71,79.11,"28,672,000.00",75.33,76.43,70.61,0.01
2020-10-23,81.49,81.56,80.47,80.75,"27,516,000.00",75.82,76.55,70.67,0.02
2020-10-26,78.98,81.36,78.29,80.7,"37,066,000.00",76.13,76.63,70.71,-0.03
2020-10-27,79.67,79.8,78.6,79.24,"24,580,000.00",76.46,76.72,70.75,0.01
2020-10-28,75.32,77.54,75.22,77.46,"36,680,000.00",76.58,76.68,70.77,-0.05
2020-10-29,77.83,79.14,75.59,75.6,"40,062,000.00",76.77,76.7,70.8,0.03
2020-10-30,80.5,83.78,79.68,83.04,"86,582,000.00",77.18,76.74,70.84,0.03
2020-11-02,80.75,82.47,80.25,80.85,"50,708,000.00",77.52,76.78,70.88,0
2020-11-03,81.95,82.52,80.28,81.03,"33,234,000.00",78.01,76.84,70.92,0.01
2020-11-04,86.86,87.97,84.72,84.93,"71,418,000.00",78.73,76.98,70.98,0.06
2020-11-05,87.57,89.07,86.93,88.44,"41,316,000.00",79.42,77.09,71.05,0.01
2020-11-06,87.49,88.02,86.43,87.1,"33,218,000.00",80.03,77.22,71.13,0
2020-11-09,87.55,90.29,87.4,88.94,"45,366,000.00",80.51,77.34,71.21,0
2020-11-10,86.43,87.55,85.28,85.97,"52,722,000.00",80.93,77.44,71.28,-0.01
2020-11-11,87.04,87.61,86.77,86.91,"25,280,000.00",81.39,77.54,71.35,0.01
2020-11-12,86.9,87.81,86.69,86.79,"24,950,000.00",81.86,77.56,71.43,0
2020-11-13,88.25,88.45,86.63,87.28,"29,998,000.00",82.37,77.69,71.51,0.02
2020-11-16,88.46,89.34,87.78,87.98,"24,936,000.00",82.98,77.88,71.58,0
2020-11-17,87.91,88.64,87.75,88.24,"22,942,000.00",83.51,78.12,71.66,-0.01
2020-11-18,86.75,88.07,86.71,87.66,"23,470,000.00",83.9,78.3,71.74,-0.01
2020-11-19,87.6,87.88,86.26,86.33,"24,998,000.00",84.26,78.53,71.81,0.01
2020-11-20,86.52,88.1,86.5,87.66,"46,270,000.00",84.52,78.75,71.88,-0.01
2020-11-23,86.15,87.1,85.3,86.89,"43,232,000.00",84.87,78.97,71.93,0
2020-11-24,87.84,87.98,85.8,85.94,"31,560,000.00",85.28,79.19,72,0.02
2020-11-25,87.97,88.32,87.23,88.04,"20,916,000.00",85.92,79.44,72.06,0
2020-11-27,89.05,89.59,88.02,88.05,"17,698,000.00",86.48,79.74,72.13,0.01
2020-11-30,87.44,88.8,87.15,88.45,"36,476,000.00",86.82,80.04,72.19,-0.02
2020-12-01,89.29,90.62,87.87,88.12,"34,738,000.00",87.25,80.4,72.26,0.02
2020-12-02,90.78,91.16,88.87,89.29,"24,440,000.00",87.69,80.76,72.33,0.02
2020-12-03,90.72,91.73,90.51,90.58,"24,546,000.00",87.88,81.17,72.41,0
2020-12-04,90.78,91.04,90.23,90.61,"27,564,000.00",88.05,81.57,72.49,0
2020-12-07,90.36,91,89.68,90.33,"26,418,000.00",88.19,81.94,72.59,0
2020-12-08,90.31,90.48,89.2,89.89,"21,926,000.00",88.33,82.29,72.7,0
2020-12-09,88.6,91.09,87.79,89.98,"30,152,000.00",88.43,82.6,72.8,-0.02
2020-12-10,88.16,88.46,86.42,87.89,"27,256,000.00",88.49,82.91,72.91,0
2020-12-11,88.48,88.62,87.4,87.55,"24,414,000.00",88.57,83.2,73.02,0
2020-12-14,87.4,89.26,87.26,88.15,"32,004,000.00",88.53,83.5,73.11,-0.01
2020-12-15,87.79,87.97,86.9,87.62,"29,646,000.00",88.49,83.78,73.22,0
2020-12-16,87.55,88.05,87.21,88.04,"30,270,000.00",88.48,84.08,73.31,0
2020-12-17,86.8,87.99,86.34,87.82,"32,494,000.00",88.48,84.37,73.42,-0.01
2020-12-18,85.96,87.16,85.43,87.11,"80,328,000.00",88.4,84.61,73.52,-0.01
2020-12-21,86.38,86.45,84.37,85.09,"36,568,000.00",88.39,84.84,73.66,0
2020-12-22,85.59,86.28,85.05,86.13,"18,734,000.00",88.36,84.99,73.77,-0.01
2020-12-23,86.03,86.81,85.67,85.82,"20,676,000.00",88.27,85.15,73.89,0.01
2020-12-24,86.35,86.71,85.87,86.16,"6,936,000.00",88.19,85.32,74.05,0
2020-12-28,88.2,88.93,86.72,86.99,"27,860,000.00",88.15,85.53,74.19,0.02
2020-12-29,87.34,89.01,87.21,88.78,"25,988,000.00",88.14,85.72,74.35,-0.01
2020-12-30,86.38,87.65,85.69,87.5,"26,122,000.00",88,85.92,74.51,-0.01
2020-12-31,87,87.35,86.18,86.18,"20,238,000.00",87.81,86.12,74.67,0.01
2021-01-04,85.82,87.43,84.81,87.28,"38,038,000.00",87.56,86.25,74.82,-0.01
2021-01-05,86.45,86.79,85.32,85.66,"22,906,000.00",87.35,86.38,74.99,0.01
2021-01-06,86.17,86.81,84.37,84.55,"52,042,000.00",87.14,86.47,75.16,0
2021-01-07,88.76,88.81,86.26,86.41,"45,300,000.00",87.06,86.66,75.32,0.03
2021-01-08,89.75,89.88,88.07,88.79,"41,012,000.00",87.12,86.87,75.49,0.01
2021-01-11,87.74,89.11,87.43,88.7,"24,194,000.00",87.1,87.11,75.64,-0.02
2021-01-12,86.73,88.3,85.68,87.1,"27,140,000.00",87.01,87.29,75.8,-0.01
2021-01-13,87.12,87.65,86.31,86.34,"21,882,000.00",87,87.43,75.95,0
2021-01-14,86.42,88.15,86.08,87.09,"23,590,000.00",86.93,87.54,76.1,-0.01
2021-01-15,86.22,87.2,85.49,86.32,"26,844,000.00",86.86,87.62,76.25,0
2021-01-19,88.93,89.85,86.48,87.02,"34,692,000.00",86.97,87.67,76.42,0.03
2021-01-20,93.7,94.54,90.66,90.95,"49,806,000.00",87.35,87.79,76.62,0.05
2021-01-21,93.92,96.09,93.71,94.25,"41,278,000.00",87.73,87.92,76.79,0
2021-01-22,94.41,94.9,93.45,94.14,"25,442,000.00",88.17,88.05,76.97,0.01
2021-01-25,94.32,95.82,92.74,95.38,"38,546,000.00",88.59,88.21,77.14,0
2021-01-26,95.21,95.6,93.57,93.8,"26,262,000.00",89.03,88.38,77.31,0.01
2021-01-27,90.92,93.86,89.84,93.49,"54,966,000.00",89.17,88.46,77.47,-0.05
2021-01-28,92.52,94.3,91.51,91.57,"35,462,000.00",89.43,88.54,77.61,0.02
2021-01-29,91.16,92.23,89.89,91.68,"32,252,000.00",89.66,88.6,77.76,-0.01
2021-02-01,94.42,95.47,91.92,92.05,"32,044,000.00",90.04,88.73,77.91,0.04
2021-02-02,95.72,97.12,95.07,95.47,"45,474,000.00",90.53,88.91,78.07,0.01
2021-02-03,102.8,105.11,100.23,102.95,"82,364,000.00",91.35,89.21,78.27,0.07
2021-02-04,102.42,103.22,101.44,102.74,"37,046,000.00",92.16,89.53,78.48,0
2021-02-05,104.19,104.41,102.27,102.8,"30,702,000.00",92.93,89.89,78.69,0.02
2021-02-08,103.93,105.46,102.9,104.58,"24,838,000.00",93.64,90.21,78.89,0
2021-02-09,103.47,104.54,103.22,103.22,"17,798,000.00",94.43,90.52,79.09,0
2021-02-10,104.06,104.7,102.45,104,"22,710,000.00",95.29,90.82,79.3,0.01
2021-02-11,104.08,104.39,103.16,104.26,"18,914,000.00",96.14,91.15,79.51,0
2021-02-12,104.49,104.72,103.45,103.8,"17,114,000.00",97.04,91.46,79.7,0
2021-02-16,105.37,106.9,104.5,104.5,"22,676,000.00",98,91.75,79.89,0.01
2021-02-17,105.69,105.96,104.23,104.29,"21,418,000.00",98.84,92.05,80.09,0
2021-02-18,105.14,105.91,104.47,104.8,"22,432,000.00",99.41,92.34,80.29,-0.01
2021-02-19,104.34,105.8,104.16,105.24,"29,148,000.00",99.93,92.61,80.48,-0.01
2021-02-22,102.54,103.86,102.41,102.65,"27,350,000.00",100.34,92.86,80.65,-0.02
2021-02-23,102.84,103.39,99.42,100.56,"33,348,000.00",100.77,93.14,80.83,0
2021-02-24,104.05,104.33,101.21,101.4,"24,966,000.00",101.21,93.46,81,0.01
2021-02-25,100.88,104.03,100.38,102.67,"36,568,000.00",101.71,93.71,81.16,-0.03
2021-02-26,101.15,102.85,100.12,101.83,"41,670,000.00",102.14,93.98,81.32,0
2021-03-01,103.37,103.62,101.61,102.13,"28,090,000.00",102.75,94.3,81.5,0.02
2021-03-02,103.09,104.5,102.86,103.1,"22,692,000.00",103.18,94.61,81.68,0
2021-03-03,100.65,103.72,99.82,102.66,"29,684,000.00",103.43,94.88,81.85,-0.02
2021-03-04,101.76,103.75,100.33,100.48,"42,360,000.00",103.38,95.2,82.01,0.01
2021-03-05,104.71,105.19,101.63,102.95,"43,904,000.00",103.49,95.57,82.19,0.03
2021-03-08,100.52,105.72,100.39,104.34,"32,948,000.00",103.31,95.87,82.35,-0.04
2021-03-09,101.94,103.2,101.7,102.8,"33,946,000.00",103.21,96.18,82.51,0.01
2021-03-10,102.05,103.04,100.98,102.88,"25,372,000.00",103.14,96.5,82.67,0
2021-03-11,105.02,105.56,102.91,103,"24,782,000.00",103.18,96.83,82.84,0.03
2021-03-12,102.4,103.8,101.68,103.54,"34,516,000.00",103.1,97.14,83,-0.02
2021-03-15,102.62,102.65,101.48,102.41,"25,962,000.00",103.01,97.46,83.16,0
2021-03-16,103.91,105.46,102.8,103.24,"29,832,000.00",102.93,97.8,83.33,0.01
2021-03-17,103.84,104.77,102,103.1,"25,980,000.00",102.84,98.16,83.49,0
2021-03-18,101.12,103.07,100.99,102.35,"27,228,000.00",102.64,98.45,83.64,-0.03
2021-03-19,101.47,101.96,100.2,101.41,"46,298,000.00",102.5,98.76,83.79,0
2021-03-22,101.24,102.2,100.61,101.4,"39,096,000.00",102.43,99.01,83.95,0
2021-03-23,101.95,102.91,101.27,101.89,"27,340,000.00",102.39,99.25,84.1,0.01
2021-03-24,101.56,103.2,101.38,102.57,"23,080,000.00",102.26,99.53,84.25,0
2021-03-25,101.52,102.24,99.85,101.55,"28,378,000.00",102.29,99.82,84.39,0
2021-03-26,101.09,101.85,100.02,101.25,"29,870,000.00",102.29,100.1,84.53,0
2021-03-29,102.1,102.22,100.1,100.7,"24,596,000.00",102.23,100.42,84.7,0.01
2021-03-30,102.08,102.84,101.51,102.18,"20,732,000.00",102.18,100.73,84.86,0
2021-03-31,102.73,103.95,102.14,102.26,"29,198,000.00",102.28,101.01,85.02,0.01
2021-04-01,106.16,106.42,104.13,104.18,"33,980,000.00",102.5,101.26,85.19,0.03
2021-04-05,110.52,111.11,106.85,106.92,"43,298,000.00",102.79,101.59,85.38,0.04
2021-04-06,110.48,111.12,109.99,110.37,"27,060,000.00",103.29,101.91,85.58,0
2021-04-07,111.72,111.98,110.51,110.55,"25,798,000.00",103.78,102.26,85.78,0.01
2021-04-08,112.5,113.42,112.12,113.12,"27,166,000.00",104.3,102.61,85.98,0.01
2021-04-09,113.52,113.67,111.92,112.07,"20,888,000.00",104.73,103.06,86.19,0.01
2021-04-12,111.97,112.99,111.16,112.54,"31,318,000.00",105.21,103.45,86.39,-0.01
2021-04-13,112.59,113.09,112.04,112.3,"23,310,000.00",105.7,103.88,86.6,0.01
2021-04-14,111.98,113.13,111.7,112.98,"20,220,000.00",106.11,104.23,86.82,-0.01
2021-04-15,114.05,114.55,112.53,113.08,"27,472,000.00",106.62,104.59,87.04,0.02
2021-04-16,114.11,114.54,113.45,114.37,"22,596,000.00",107.27,104.82,87.26,0
2021-04-19,114.34,115.13,113.61,113.82,"24,688,000.00",107.91,105.06,87.48,0
2021-04-20,113.9,114.7,112.81,114.61,"21,774,000.00",108.54,105.25,87.68,0
2021-04-21,113.89,113.99,112.16,113.49,"23,930,000.00",109.14,105.45,87.88,0
2021-04-22,112.63,114.41,112.06,113.88,"21,096,000.00",109.69,105.63,88.07,-0.01
2021-04-23,114.98,115.5,113.14,113.4,"28,670,000.00",110.37,105.85,88.28,0.02
2021-04-26,115.55,116.27,114.91,115.21,"20,834,000.00",111.09,106.08,88.48,0
2021-04-27,114.57,116.08,114.43,116.01,"31,972,000.00",111.71,106.28,88.67,-0.01
2021-04-28,118.19,121.79,117.94,119.54,"59,728,000.00",112.52,106.54,88.89,0.03
2021-04-29,120.67,121,119.3,119.7,"39,554,000.00",113.42,106.84,89.11,0.02
2021-04-30,119.69,120.53,119.29,119.41,"39,142,000.00",114.09,107.13,89.33,-0.01
2021-05-03,118.94,120.16,118.41,119.32,"33,788,000.00",114.51,107.42,89.55,-0.01
2021-05-04,116.91,118.15,114.8,117.68,"35,120,000.00",114.83,107.71,89.76,-0.02
2021-05-05,117.04,118.3,116.77,117.62,"21,806,000.00",115.1,107.99,89.96,0
2021-05-06,118.26,118.33,116.32,116.73,"20,618,000.00",115.39,108.28,90.16,0.01
2021-05-07,119.12,120,118.69,119.18,"23,272,000.00",115.67,108.64,90.37,0.01
2021-05-10,116.29,118.09,115.94,117.94,"26,006,000.00",115.88,108.95,90.57,-0.02
2021-05-11,114.65,115.31,113.37,113.81,"32,110,000.00",115.99,109.17,90.77,-0.01
2021-05-12,111.19,113.49,110.74,112.32,"34,934,000.00",115.95,109.33,90.95,-0.03
2021-05-13,112.33,113.06,111.37,112.29,"26,670,000.00",115.86,109.57,91.14,0.01
2021-05-14,115.02,115.27,113.39,113.81,"26,624,000.00",115.91,109.83,91.33,0.02
2021-05-17,115.28,115.38,113.97,114.68,"19,842,000.00",115.95,110.04,91.53,0
2021-05-18,114.39,116.36,114.38,116.05,"17,302,000.00",115.98,110.32,91.73,-0.01
2021-05-19,114.65,115.05,112.41,112.45,"19,350,000.00",116.02,110.58,91.94,0
2021-05-20,117,117.21,115.27,115.61,"23,832,000.00",116.24,110.87,92.16,0.02
2021-05-21,116.46,117.64,116.32,117.5,"22,832,000.00",116.31,111.1,92.38,0
2021-05-24,119.52,120.1,117.2,117.55,"21,244,000.00",116.51,111.45,92.6,0.03
2021-05-25,119.63,120.82,119.33,120.18,"18,838,000.00",116.76,111.79,92.83,0
2021-05-26,120.85,121.32,119.81,119.82,"21,856,000.00",116.89,112.12,93.06,0.01
2021-05-27,119.31,121.17,119.28,121.02,"38,962,000.00",116.83,112.43,93.29,-0.01
2021-05-28,119.76,120.58,119.57,120.27,"24,108,000.00",116.83,112.81,93.52,0
2021-06-01,120.66,121.07,119.43,120.28,"19,166,000.00",116.92,113.19,93.74,0.01
2021-06-02,120.24,121.27,119.39,120.94,"17,158,000.00",117.08,113.57,93.97,0
2021-06-03,119.41,119.67,118.33,118.94,"18,346,000.00",117.2,113.92,94.19,-0.01
2021-06-04,121.75,121.86,120.07,120.3,"25,948,000.00",117.38,114.32,94.41,0.02
2021-06-07,122.47,122.56,121.22,121.73,"23,850,000.00",117.54,114.74,94.64,0.01
2021-06-08,123.3,123.88,122.57,123.15,"25,060,000.00",117.89,115.19,94.86,0.01
2021-06-09,123.72,124.4,123.52,124.13,"20,126,000.00",118.35,115.62,95.09,0
2021-06-10,125.22,125.31,123.85,123.85,"31,234,000.00",119.05,116.08,95.32,0.01
2021-06-11,124.84,125.49,124.07,125.39,"25,240,000.00",119.67,116.52,95.55,0
2021-06-14,125.49,125.55,124.2,124.82,"22,550,000.00",120.2,116.91,95.76,0.01
2021-06-15,125.18,126,124.79,125.66,"22,182,000.00",120.69,117.2,95.98,0
